"object_id"	"object_lat"	"object_lon"	"object_date"	"object_time"	"object_link"	"object_depth_min"	"object_depth_max"	"object_annotation_status"	"object_annotation_person_name"	"object_annotation_person_email"	"object_annotation_date"	"object_annotation_time"	"object_annotation_category"	"object_annotation_hierarchy"	"object_label"	"object_width"	"object_height"	"object_bx"	"object_by"	"object_circ."	"object_area_exc"	"object_area"	"object_%area"	"object_major"	"object_minor"	"object_y"	"object_x"	"object_convex_area"	"object_perim."	"object_elongation"	"object_perimareaexc"	"object_perimmajor"	"object_circex"	"object_angle"	"object_bounding_box_area"	"object_eccentricity"	"object_equivalent_diameter"	"object_euler_number"	"object_extent"	"object_local_centroid_col"	"object_local_centroid_row"	"object_solidity"	"object_meanhue"	"object_meansaturation"	"object_meanvalue"	"object_stdhue"	"object_stdsaturation"	"object_stdvalue"	"object_date_end"	"object_time_end"	"object_lat_end"	"object_lon_end"	"sample_id"	"sample_dataportal_descriptor"	"sample_project"	"sample_ship"	"sample_operator"	"sample_sampling_gear"	"sample_concentrated_sample_volume"	"sample_speed_through_water"	"sample_gear_net_opening"	"sample_total_volume"	"sample_uuid"	"sample_dilution_factor"	"process_id"	"process_pixel"	"process_source"	"process_commit"	"process_datetime"	"process_uuid"	"process_1st_operation"	"process_2nd_operation"	"process_3rd_operation"	"process_4th_operation"	"process_5th_operation"	"process_6th_operation"	"process_7th_operation"	"acq_id"	"acq_instrument"	"acq_instrument_id"	"acq_celltype"	"acq_minimum_mesh"	"acq_maximum_mesh"	"acq_volume"	"acq_imaged_volume"	"acq_magnification"	"acq_fnumber_objective"	"acq_camera"	"acq_nb_frame"	"acq_software"	"acq_local_datetime"	"acq_camera_resolution"	"acq_camera_iso"	"acq_camera_shutter_speed"	"acq_uuid"
"10_34_55_120384_0"	48.2597	-5.1631	"20211109"	"124300"	""	1.0	2.0	"validated"	"Clara Trellu"	"clara.trellu@planktonplanet.org"	"20211118"	"115156"	"detritus"	"not-living>detritus"	0.0	671.0	661.0	91.0	1390.0	0.043977117291004	17886.0	17886.0	0.0	964.946454111023	192.761341164923	1721.4618696187	304.874594655037	105528.0	2260.72723497833	5.00591274308178	0.126396468465746	2.34285252341911	0.043977117291004	140.383961438653	443531.0	0.979844087772622	150.907794686468	1.0	0.040326380794127	213.874594655037	331.461869618696	0.169490561746645	82.4514704237951	43.3492675835849	202.174829475567	46.2830440969284	35.1581156573931	49.303913615554	"20211109"	"1258"	"48.2619"	"-5.141"	"09/11/2021_12:43_Cory50v1.1_3nds"	""	"Marine Nationale"	"BSAM Rh̫ne"	"Clara"	"net_hsn"	"250"	"3"	"41"	"2190"	"2adf5c90-3044-11e9-86c8-0000bea95828"	"5.4"	"Marine_Nationale_Marine_Nationale_A_1"	"0.86"	"https://www.github.com/PlanktonPlanet/PlanktoScope"	"v3.0-30-g29665eb"	"2019-02-14T10:13:58.535096"	"3e25fc6c-3041-11e9-a436-0000bea95828"	"{'type': 'remove_background', 'parameters': {'type': 'flat'}}"	"{'type': 'simple_threshold', 'parameters': {'algorithm': 'THRESH_TRIANGLE'}}"	"{'type': 'remove_previous_mask', 'parameters': {}}"	"{'type': 'erode', 'parameters': {'kernel_size': 2, 'kernel_shape': 'rectangle'}}"	"{'type': 'dilate', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'close', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'erode', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"Marine Nationale_A_Cory50.1_3nds"	"PlanktoScope v2.5"	"Babatio Sakaofe"	"300"	"50"	"200"	"4.9"	"1.9147"	"1.6"	"16"	"HQ Camera"	"700"	"PlanktoScope v2.3-b8742ad"	"2019-02-14T10:34:54"	"4056x3040"	"100"	"1"	"2adee282-3044-11e9-98db-0000bea95828"
"10_34_58_711304_0"	48.2597	-5.1631	"20211109"	"124300"	""	1.0	2.0	"validated"	"Clara Trellu"	"clara.trellu@planktonplanet.org"	"20211118"	"120352"	"transparent"	"not-living>detritus>transparent"	1.0	186.0	116.0	2129.0	2750.0	0.081109073491383	3989.0	3989.0	0.0	202.785330983727	99.102207905501	2795.54374529957	2185.92830283279	13162.0	786.144227664784	2.04622414847804	0.197078021475253	3.87673124013033	0.081109073491383	2.90125408421265	21576.0	0.872449087242683	71.2667702646091	1.0	0.184881349647757	56.9283028327902	45.5437452995738	0.303069442333992	54.9884682877914	3.78816746051642	239.755327149662	42.5826948844277	5.1004942643651	10.1312915396922	"20211109"	"1258"	"48.2619"	"-5.141"	"09/11/2021_12:43_Cory50v1.1_3nds"	""	"Marine Nationale"	"BSAM Rh̫ne"	"Clara"	"net_hsn"	"250"	"3"	"41"	"2190"	"2adf5c90-3044-11e9-86c8-0000bea95828"	"5.4"	"Marine_Nationale_Marine_Nationale_A_1"	"0.86"	"https://www.github.com/PlanktonPlanet/PlanktoScope"	"v3.0-30-g29665eb"	"2019-02-14T10:13:58.535096"	"3e25fc6c-3041-11e9-a436-0000bea95828"	"{'type': 'remove_background', 'parameters': {'type': 'flat'}}"	"{'type': 'simple_threshold', 'parameters': {'algorithm': 'THRESH_TRIANGLE'}}"	"{'type': 'remove_previous_mask', 'parameters': {}}"	"{'type': 'erode', 'parameters': {'kernel_size': 2, 'kernel_shape': 'rectangle'}}"	"{'type': 'dilate', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'close', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'erode', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"Marine Nationale_A_Cory50.1_3nds"	"PlanktoScope v2.5"	"Babatio Sakaofe"	"300"	"50"	"200"	"4.9"	"1.9147"	"1.6"	"16"	"HQ Camera"	"700"	"PlanktoScope v2.3-b8742ad"	"2019-02-14T10:34:54"	"4056x3040"	"100"	"1"	"2adee282-3044-11e9-98db-0000bea95828"
"10_35_05_786639_0"	48.2597	-5.1631	"20211109"	"124300"	""	1.0	2.0	"validated"	"Clara Trellu"	"clara.trellu@planktonplanet.org"	"20211206"	"134020"	"larvae<Polychaeta"	"living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Annelida>Polychaeta>larvae"	2.0	232.0	227.0	1333.0	1680.0	0.803514750165741	40683.0	40683.0	0.0	233.603274427383	223.896735350694	1788.3870658506	1447.53228621291	41713.0	797.653895656662	1.04335274947839	0.019606565289105	3.41456641655346	0.803514750165741	31.7882930796755	52664.0	0.285265224252634	227.594385691872	1.0	0.772501139298192	114.532286212915	108.387065850601	0.975307458106586	60.2101369122238	64.3220263992331	60.6092225253792	33.0894506668686	35.7973180428523	62.0438174044669	"20211109"	"1258"	"48.2619"	"-5.141"	"09/11/2021_12:43_Cory50v1.1_3nds"	""	"Marine Nationale"	"BSAM Rh̫ne"	"Clara"	"net_hsn"	"250"	"3"	"41"	"2190"	"2adf5c90-3044-11e9-86c8-0000bea95828"	"5.4"	"Marine_Nationale_Marine_Nationale_A_1"	"0.86"	"https://www.github.com/PlanktonPlanet/PlanktoScope"	"v3.0-30-g29665eb"	"2019-02-14T10:13:58.535096"	"3e25fc6c-3041-11e9-a436-0000bea95828"	"{'type': 'remove_background', 'parameters': {'type': 'flat'}}"	"{'type': 'simple_threshold', 'parameters': {'algorithm': 'THRESH_TRIANGLE'}}"	"{'type': 'remove_previous_mask', 'parameters': {}}"	"{'type': 'erode', 'parameters': {'kernel_size': 2, 'kernel_shape': 'rectangle'}}"	"{'type': 'dilate', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'close', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'erode', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"Marine Nationale_A_Cory50.1_3nds"	"PlanktoScope v2.5"	"Babatio Sakaofe"	"300"	"50"	"200"	"4.9"	"1.9147"	"1.6"	"16"	"HQ Camera"	"700"	"PlanktoScope v2.3-b8742ad"	"2019-02-14T10:34:54"	"4056x3040"	"100"	"1"	"2adee282-3044-11e9-98db-0000bea95828"
"10_35_09_302548_0"	48.2597	-5.1631	"20211109"	"124300"	""	1.0	2.0	"validated"	"Clara Trellu"	"clara.trellu@planktonplanet.org"	"20211118"	"115527"	"copepoda-cut"	"living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda>copepoda-cut"	3.0	253.0	316.0	2491.0	1550.0	0.663896675851419	54885.0	54885.0	0.0	311.070858464542	233.690560340013	1689.99651999636	2615.12646442562	58487.0	1019.25187540311	1.33112290890973	0.01857068188764	3.27659067915965	0.663896675851419	85.325609986546	79948.0	0.660022958888174	264.351569718792	1.0	0.686508730674939	124.126464425617	139.996519996356	0.938413664575034	27.9783000819896	120.561136922656	96.1605356654824	39.8030399900055	65.2536570451592	74.4020162756149	"20211109"	"1258"	"48.2619"	"-5.141"	"09/11/2021_12:43_Cory50v1.1_3nds"	""	"Marine Nationale"	"BSAM Rh̫ne"	"Clara"	"net_hsn"	"250"	"3"	"41"	"2190"	"2adf5c90-3044-11e9-86c8-0000bea95828"	"5.4"	"Marine_Nationale_Marine_Nationale_A_1"	"0.86"	"https://www.github.com/PlanktonPlanet/PlanktoScope"	"v3.0-30-g29665eb"	"2019-02-14T10:13:58.535096"	"3e25fc6c-3041-11e9-a436-0000bea95828"	"{'type': 'remove_background', 'parameters': {'type': 'flat'}}"	"{'type': 'simple_threshold', 'parameters': {'algorithm': 'THRESH_TRIANGLE'}}"	"{'type': 'remove_previous_mask', 'parameters': {}}"	"{'type': 'erode', 'parameters': {'kernel_size': 2, 'kernel_shape': 'rectangle'}}"	"{'type': 'dilate', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'close', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'erode', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"Marine Nationale_A_Cory50.1_3nds"	"PlanktoScope v2.5"	"Babatio Sakaofe"	"300"	"50"	"200"	"4.9"	"1.9147"	"1.6"	"16"	"HQ Camera"	"700"	"PlanktoScope v2.3-b8742ad"	"2019-02-14T10:34:54"	"4056x3040"	"100"	"1"	"2adee282-3044-11e9-98db-0000bea95828"
"10_35_14_515002_0"	48.2597	-5.1631	"20211109"	"124300"	""	1.0	2.0	"validated"	"Clara Trellu"	"clara.trellu@planktonplanet.org"	"20211118"	"120344"	"detritus"	"not-living>detritus"	4.0	243.0	402.0	435.0	1181.0	0.426218022567019	50030.0	50030.0	0.0	415.750337924748	165.360348708595	1408.80863481911	555.976614031581	58001.0	1214.51890270787	2.51420815916033	0.024275812566617	2.92126979083225	0.426218022567019	113.951243220209	97686.0	0.917498369084603	252.388934826985	1.0	0.512151178265053	120.976614031581	227.808634819109	0.862571334976983	62.8018189086548	24.9374375374775	204.735918448931	58.8256084487357	33.2810706827526	53.686367017045	"20211109"	"1258"	"48.2619"	"-5.141"	"09/11/2021_12:43_Cory50v1.1_3nds"	""	"Marine Nationale"	"BSAM Rh̫ne"	"Clara"	"net_hsn"	"250"	"3"	"41"	"2190"	"2adf5c90-3044-11e9-86c8-0000bea95828"	"5.4"	"Marine_Nationale_Marine_Nationale_A_1"	"0.86"	"https://www.github.com/PlanktonPlanet/PlanktoScope"	"v3.0-30-g29665eb"	"2019-02-14T10:13:58.535096"	"3e25fc6c-3041-11e9-a436-0000bea95828"	"{'type': 'remove_background', 'parameters': {'type': 'flat'}}"	"{'type': 'simple_threshold', 'parameters': {'algorithm': 'THRESH_TRIANGLE'}}"	"{'type': 'remove_previous_mask', 'parameters': {}}"	"{'type': 'erode', 'parameters': {'kernel_size': 2, 'kernel_shape': 'rectangle'}}"	"{'type': 'dilate', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'close', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'erode', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"Marine Nationale_A_Cory50.1_3nds"	"PlanktoScope v2.5"	"Babatio Sakaofe"	"300"	"50"	"200"	"4.9"	"1.9147"	"1.6"	"16"	"HQ Camera"	"700"	"PlanktoScope v2.3-b8742ad"	"2019-02-14T10:34:54"	"4056x3040"	"100"	"1"	"2adee282-3044-11e9-98db-0000bea95828"
"10_35_23_424071_0"	48.2597	-5.1631	"20211109"	"124300"	""	1.0	2.0	"validated"	"Clara Trellu"	"clara.trellu@planktonplanet.org"	"20211122"	"100914"	"t002"	"temporary>t002"	5.0	365.0	39.0	327.0	883.0	0.083724276457391	4040.0	4040.0	0.0	400.331219518545	32.2701082295545	905.54801980198	512.391831683168	9322.0	778.699530830362	12.4056360973684	0.192747408621377	1.94513815776561	0.083724276457391	179.530343452523	14235.0	0.996745838242951	71.7209018399104	1.0	0.283807516684229	185.391831683168	22.5480198019802	0.433383394121433	83.2670792079208	9.98688118811881	233.780940594059	52.161285531519	9.04669274812365	23.7742014911337	"20211109"	"1258"	"48.2619"	"-5.141"	"09/11/2021_12:43_Cory50v1.1_3nds"	""	"Marine Nationale"	"BSAM Rh̫ne"	"Clara"	"net_hsn"	"250"	"3"	"41"	"2190"	"2adf5c90-3044-11e9-86c8-0000bea95828"	"5.4"	"Marine_Nationale_Marine_Nationale_A_1"	"0.86"	"https://www.github.com/PlanktonPlanet/PlanktoScope"	"v3.0-30-g29665eb"	"2019-02-14T10:13:58.535096"	"3e25fc6c-3041-11e9-a436-0000bea95828"	"{'type': 'remove_background', 'parameters': {'type': 'flat'}}"	"{'type': 'simple_threshold', 'parameters': {'algorithm': 'THRESH_TRIANGLE'}}"	"{'type': 'remove_previous_mask', 'parameters': {}}"	"{'type': 'erode', 'parameters': {'kernel_size': 2, 'kernel_shape': 'rectangle'}}"	"{'type': 'dilate', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'close', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'erode', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"Marine Nationale_A_Cory50.1_3nds"	"PlanktoScope v2.5"	"Babatio Sakaofe"	"300"	"50"	"200"	"4.9"	"1.9147"	"1.6"	"16"	"HQ Camera"	"700"	"PlanktoScope v2.3-b8742ad"	"2019-02-14T10:34:54"	"4056x3040"	"100"	"1"	"2adee282-3044-11e9-98db-0000bea95828"
"10_35_46_492606_0"	48.2597	-5.1631	"20211109"	"124300"	""	1.0	2.0	"validated"	"Clara Trellu"	"clara.trellu@planktonplanet.org"	"20211122"	"100914"	"t002"	"temporary>t002"	6.0	325.0	119.0	3333.0	2339.0	0.087186433495788	6993.0	6993.0	0.0	445.802704337938	97.4983054989323	2413.96224796225	3472.69927069927	29697.0	1003.95036021294	4.57241489538318	0.143565045075496	2.252005989295	0.087186433495788	179.606297339785	38675.0	0.975791514396899	94.3597590942929	1.0	0.180814479638009	139.699270699271	74.962247962248	0.23547833114456	97.030745030745	36.04719004719	222.600886600887	51.9653774752429	32.806711834349	33.565670502884	"20211109"	"1258"	"48.2619"	"-5.141"	"09/11/2021_12:43_Cory50v1.1_3nds"	""	"Marine Nationale"	"BSAM Rh̫ne"	"Clara"	"net_hsn"	"250"	"3"	"41"	"2190"	"2adf5c90-3044-11e9-86c8-0000bea95828"	"5.4"	"Marine_Nationale_Marine_Nationale_A_1"	"0.86"	"https://www.github.com/PlanktonPlanet/PlanktoScope"	"v3.0-30-g29665eb"	"2019-02-14T10:13:58.535096"	"3e25fc6c-3041-11e9-a436-0000bea95828"	"{'type': 'remove_background', 'parameters': {'type': 'flat'}}"	"{'type': 'simple_threshold', 'parameters': {'algorithm': 'THRESH_TRIANGLE'}}"	"{'type': 'remove_previous_mask', 'parameters': {}}"	"{'type': 'erode', 'parameters': {'kernel_size': 2, 'kernel_shape': 'rectangle'}}"	"{'type': 'dilate', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'close', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'erode', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"Marine Nationale_A_Cory50.1_3nds"	"PlanktoScope v2.5"	"Babatio Sakaofe"	"300"	"50"	"200"	"4.9"	"1.9147"	"1.6"	"16"	"HQ Camera"	"700"	"PlanktoScope v2.3-b8742ad"	"2019-02-14T10:34:54"	"4056x3040"	"100"	"1"	"2adee282-3044-11e9-98db-0000bea95828"
"10_36_09_538300_0"	48.2597	-5.1631	"20211109"	"124300"	""	1.0	2.0	"validated"	"Clara Trellu"	"clara.trellu@planktonplanet.org"	"20211122"	"092511"	"Copepoda"	"living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda"	7.0	749.0	391.0	3016.0	568.0	0.138227157449842	103126.0	103592.0	0.004498416866167	637.163595464501	283.304969817274	777.91789655373	3331.53028334271	162074.0	3068.81955134626	2.24903783324189	0.029757961632821	4.81637616020583	0.137605354073408	175.81979357407	292859.0	0.895712055996953	362.359077836279	0.0	0.352135327922311	315.530283342707	209.91789655373	0.636289596110419	52.2503571704379	59.9979245501583	145.582535330914	45.1457505682864	46.9575022079428	71.2905104653694	"20211109"	"1258"	"48.2619"	"-5.141"	"09/11/2021_12:43_Cory50v1.1_3nds"	""	"Marine Nationale"	"BSAM Rh̫ne"	"Clara"	"net_hsn"	"250"	"3"	"41"	"2190"	"2adf5c90-3044-11e9-86c8-0000bea95828"	"5.4"	"Marine_Nationale_Marine_Nationale_A_1"	"0.86"	"https://www.github.com/PlanktonPlanet/PlanktoScope"	"v3.0-30-g29665eb"	"2019-02-14T10:13:58.535096"	"3e25fc6c-3041-11e9-a436-0000bea95828"	"{'type': 'remove_background', 'parameters': {'type': 'flat'}}"	"{'type': 'simple_threshold', 'parameters': {'algorithm': 'THRESH_TRIANGLE'}}"	"{'type': 'remove_previous_mask', 'parameters': {}}"	"{'type': 'erode', 'parameters': {'kernel_size': 2, 'kernel_shape': 'rectangle'}}"	"{'type': 'dilate', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'close', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'erode', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"Marine Nationale_A_Cory50.1_3nds"	"PlanktoScope v2.5"	"Babatio Sakaofe"	"300"	"50"	"200"	"4.9"	"1.9147"	"1.6"	"16"	"HQ Camera"	"700"	"PlanktoScope v2.3-b8742ad"	"2019-02-14T10:34:54"	"4056x3040"	"100"	"1"	"2adee282-3044-11e9-98db-0000bea95828"
"10_36_11_275898_0"	48.2597	-5.1631	"20211109"	"124300"	""	1.0	2.0	"validated"	"Clara Trellu"	"clara.trellu@planktonplanet.org"	"20211118"	"115434"	"Copepoda"	"living>Eukaryota>Opisthokonta>Holozoa>Metazoa>Arthropoda>Crustacea>Maxillopoda>Copepoda"	8.0	595.0	661.0	104.0	817.0	0.097839611724332	103433.0	103433.0	0.0	569.136088765642	396.113305418026	1202.87752458113	467.809577214235	253570.0	3644.82878606224	1.43680124091015	0.035238548490929	6.40414280171065	0.097839611724332	59.2054311687816	393295.0	0.718050999256168	362.898037788291	1.0	0.262990884704865	363.809577214235	385.87752458113	0.407907086800489	45.8430578248721	83.6105014840525	129.351290207187	45.5794995064883	63.6635272971135	87.0645785646718	"20211109"	"1258"	"48.2619"	"-5.141"	"09/11/2021_12:43_Cory50v1.1_3nds"	""	"Marine Nationale"	"BSAM Rh̫ne"	"Clara"	"net_hsn"	"250"	"3"	"41"	"2190"	"2adf5c90-3044-11e9-86c8-0000bea95828"	"5.4"	"Marine_Nationale_Marine_Nationale_A_1"	"0.86"	"https://www.github.com/PlanktonPlanet/PlanktoScope"	"v3.0-30-g29665eb"	"2019-02-14T10:13:58.535096"	"3e25fc6c-3041-11e9-a436-0000bea95828"	"{'type': 'remove_background', 'parameters': {'type': 'flat'}}"	"{'type': 'simple_threshold', 'parameters': {'algorithm': 'THRESH_TRIANGLE'}}"	"{'type': 'remove_previous_mask', 'parameters': {}}"	"{'type': 'erode', 'parameters': {'kernel_size': 2, 'kernel_shape': 'rectangle'}}"	"{'type': 'dilate', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'close', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'erode', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"Marine Nationale_A_Cory50.1_3nds"	"PlanktoScope v2.5"	"Babatio Sakaofe"	"300"	"50"	"200"	"4.9"	"1.9147"	"1.6"	"16"	"HQ Camera"	"700"	"PlanktoScope v2.3-b8742ad"	"2019-02-14T10:34:54"	"4056x3040"	"100"	"1"	"2adee282-3044-11e9-98db-0000bea95828"
"10_36_18_314246_0"	48.2597	-5.1631	"20211109"	"124300"	""	1.0	2.0	"validated"	"Clara Trellu"	"clara.trellu@planktonplanet.org"	"20211118"	"124017"	"Coscinodiscus"	"living>Eukaryota>Harosa>Stramenopiles>Ochrophyta>Bacillariophyta>Coscinodiscophytina>Coscinodiscids>Coscinodiscus"	9.0	220.0	134.0	2784.0	1761.0	0.802178439554862	25968.0	25968.0	0.0	235.130134247718	142.555441321596	1827.53723813925	2892.00392791128	26250.0	637.80613254816	1.64939431331337	0.024561234309464	2.71256653082249	0.802178439554862	176.974221408129	29480.0	0.79524884610143	181.833672617815	1.0	0.880868385345997	108.003927911275	66.5372381392483	0.989257142857143	56.7863139248306	85.3830868761553	118.840804066543	34.8787780909851	41.3244935248589	47.321222846636	"20211109"	"1258"	"48.2619"	"-5.141"	"09/11/2021_12:43_Cory50v1.1_3nds"	""	"Marine Nationale"	"BSAM Rh̫ne"	"Clara"	"net_hsn"	"250"	"3"	"41"	"2190"	"2adf5c90-3044-11e9-86c8-0000bea95828"	"5.4"	"Marine_Nationale_Marine_Nationale_A_1"	"0.86"	"https://www.github.com/PlanktonPlanet/PlanktoScope"	"v3.0-30-g29665eb"	"2019-02-14T10:13:58.535096"	"3e25fc6c-3041-11e9-a436-0000bea95828"	"{'type': 'remove_background', 'parameters': {'type': 'flat'}}"	"{'type': 'simple_threshold', 'parameters': {'algorithm': 'THRESH_TRIANGLE'}}"	"{'type': 'remove_previous_mask', 'parameters': {}}"	"{'type': 'erode', 'parameters': {'kernel_size': 2, 'kernel_shape': 'rectangle'}}"	"{'type': 'dilate', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'close', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"{'type': 'erode', 'parameters': {'kernel_size': 8, 'kernel_shape': 'ellipse'}}"	"Marine Nationale_A_Cory50.1_3nds"	"PlanktoScope v2.5"	"Babatio Sakaofe"	"300"	"50"	"200"	"4.9"	"1.9147"	"1.6"	"16"	"HQ Camera"	"700"	"PlanktoScope v2.3-b8742ad"	"2019-02-14T10:34:54"	"4056x3040"	"100"	"1"	"2adee282-3044-11e9-98db-0000bea95828"
